session_id,robust_z,isolation_forest,one_class_svm,local_outlier_factor,ensemble_rank,ensemble_fisher
u0025::2025-01-01,0.948448298854325,0.5001817787737386,-24.108588379689582,1.0544301844232915,0.6830222163796503,9.72074124029492
u0190::2025-01-01,40.881543973853475,0.6935586948753648,-17.00033309338704,3.5004071966397583,0.9947416852898646,42.07024734536304
u0247::2025-01-01,0.519062181902726,0.42166424095312044,-27.043683530340342,0.9607102363525198,0.2621598527671881,2.7064545454978695
u0003::2025-01-01,0.4778350575089443,0.40348239944104763,-34.0205158079484,0.9705979191770733,0.10832128302878928,0.989223300247747
u0214::2025-01-01,1.0091990828931483,0.44367499956520196,-25.298269777900874,0.9917215899158975,0.4891547259103457,6.316830249979844
u0129::2025-01-01,0.5743826668127012,0.42648389456099967,-26.70208500538469,0.9905974022523172,0.33002497699487315,3.4567201419465716
u0239::2025-01-01,0.31875252436607404,0.4980895140876746,-31.442886269995213,1.0969342856483697,0.4204351255422637,5.7805474210960455
u0116::2025-01-01,0.7290642882229325,0.42434185878856145,-31.612018992537603,1.1775911635928826,0.4412054686472985,6.192387201949408
u0079::2025-01-01,0.03365592271056292,0.374871390839245,-34.411627445536794,0.9902072755386748,0.050808465886683314,0.4541714713818243
u0206::2025-01-01,0.34485182689916455,0.3991305584917645,-31.72386346710276,1.4182548781832718,0.33189825161035885,7.726663189238519
u0224::2025-01-01,0.8417479708973111,0.45230791346631055,-27.931562759658785,1.1291691687693102,0.567865124227685,7.40982074241219
u0105::2025-01-01,0.5140177459881488,0.42285650709317135,-26.881246966852324,0.9471504392366517,0.26038517155251745,2.722706568083234
u0153::2025-01-01,0.04287333904937469,0.3752883038023058,-34.2736518688448,1.0086170608412723,0.09589851452609438,0.9696459876256337
u0191::2025-01-01,0.7619082336861712,0.4449233813230315,-24.70419327659951,1.014320625870238,0.5056855527803339,6.101264125338762
u0219::2025-01-01,0.3157462895583054,0.42808891378801417,-26.011667885517795,1.5666278591104554,0.4850138030761141,10.992044086298685
u0094::2025-01-01,1.0333792026656647,0.5949588006370078,-22.520029472903975,1.197860145411205,0.8574339424214539,18.460521297341387
u0220::2025-01-01,0.8728936959978066,0.46176498615041967,-24.360226235160123,1.0448202053777653,0.6023399500460103,7.810262309837098
u0241::2025-01-01,0.559185028943309,0.48155763496292625,-32.25355332475455,1.0892923059438246,0.4387077691599842,5.630594772575156
u0205::2025-01-01,0.48040464528614574,0.5050187583205156,-28.994107844602617,1.115849194270573,0.5150519258577626,7.074737835927102
u0089::2025-01-01,0.2788279069841272,0.40228680829528063,-32.0183877043173,1.2265307729531891,0.29975680294465623,5.008247451027259
u0170::2025-01-01,37.006543973853475,0.5130576897394324,-21.61092343120516,1.0,0.7103983173392928,13.460577111521621
u0091::2025-01-01,0.8970639548463055,0.4553566202548533,-29.430863715675223,0.9718039461335,0.38188510582358354,4.629985333300937
u0139::2025-01-01,3.8094723629656437,0.5833237938530889,-21.61123015459799,1.0322797832481394,0.8106678059681873,17.657770169615375
u0009::2025-01-01,0.45312702999193377,0.39942367588383265,-31.389202697004773,0.9771241139044219,0.1374720652031024,1.2496015669108793
u0111::2025-01-01,1.0071011611990444,0.4449627719032337,-25.26156996323037,0.9840648174973748,0.47646904167214404,6.209319420855417
u0222::2025-01-01,0.8882328445164536,0.4384315144255537,-24.90716748263601,1.0169838274925591,0.5140988563165505,6.356654556996147
u0148::2025-01-01,0.6444889797159524,0.43876887164667777,-27.353622713611834,0.9493471294550064,0.3171749704219798,3.4066755602848104
u0102::2025-01-01,0.880349970794493,0.4534644972994504,-23.566137670661746,0.9469736182245065,0.4790324700933351,6.627196490801363
u0112::2025-01-01,0.8693370236530584,0.44609405299402843,-24.442574788933946,1.0249396161696764,0.5457802024451164,6.874528245680224
u0038::2025-01-01,37.006543973853475,0.5130576897394324,-21.61092343120516,1.0,0.7105297752070461,13.460577111521621
u0165::2025-01-01,0.5343228112717509,0.49483790591763266,-28.07491088977183,1.0423764519653047,0.48425792033653214,5.955411876301331
u0055::2025-01-01,0.3540562884184604,0.4259192554278118,-28.762869271638507,1.202452507023675,0.40255685552780335,5.832486009613619
u0032::2025-01-01,0.034160757224698336,0.37167545849195893,-34.48229486253976,0.9716777293416992,0.017812541080583673,0.15026254903029743
