session_id,robust_z,isolation_forest,one_class_svm,local_outlier_factor,ensemble_rank,ensemble_fisher
u0135::2025-01-01,1.1997229130397704,0.4878204410589456,-23.189110088649315,1.1309858577403726,0.7752099110964767,12.630007675995598
u0238::2025-01-01,0.5736078865842473,0.4042422309532957,-33.92589512994995,1.02061531263993,0.22262923938096807,2.310238744429337
u0023::2025-01-01,1.5884000179308126,0.5311114541709078,-20.328425570329895,1.230437391288221,0.9086269344748107,20.105148568692403
u0316::2025-01-01,0.9570760962507935,0.47131658533114884,-21.7136165577521,0.9932677968268278,0.6041529469871584,9.497519898935856
u0186::2025-01-01,1.0410168120641312,0.5389120871905989,-24.64823650606779,1.2056529911710914,0.8006667764241028,14.312286363946402
u0007::2025-01-01,0.5790516135042978,0.4102320443339667,-33.837784149044666,1.0184802681137541,0.22974975304576883,2.3848944105269987
u0142::2025-01-01,1.6045391998538723,0.646359569766666,-15.584275277068512,1.4187882021971145,0.9779181758314126,34.44699512567743
u0033::2025-01-01,0.9635058905919245,0.5098755721210809,-22.76479655344456,1.301496507419658,0.821452090879157,15.365356679537507
u0194::2025-01-01,0.2238229324215862,0.3773936393963962,-31.16502732016992,0.9925101811006645,0.08016751728679618,0.7343028053924552
u0086::2025-01-01,0.256186373648507,0.37729096519913374,-31.306394646998687,0.9908606794925205,0.07536219953901876,0.6830644759506175
u0064::2025-01-01,0.8665081602281113,0.44311090500242706,-27.523632137336786,1.05725558436271,0.5125637965097135,6.283180196323318
u0068::2025-01-01,0.6328806635783829,0.46685332446341915,-29.46383224520714,1.0491875822240646,0.44440442871254526,5.292747411303184
u0038::2025-01-01,0.4072679214178637,0.4312051536547041,-24.76528356131329,1.0704658591917433,0.43390887388870597,5.279896238647179
u0212::2025-01-01,0.5506970334869498,0.4147378989967102,-30.018900580035936,1.0605582261209776,0.3214623806387883,3.50860077367867
u0330::2025-01-01,0.6917910474662073,0.45341841506696684,-27.31335366277954,1.0900080677039123,0.5194064866644715,6.329922898583138
u0153::2025-01-01,0.9023828801254047,0.5292562282769958,-30.314578686540518,1.186377112409674,0.6459705301284162,11.15473335931255
u0165::2025-01-01,0.27760831106040296,0.38918787981000647,-29.59449567445076,1.0483244292839715,0.21213368455712875,2.288006253595305
u0160::2025-01-01,0.25601102666678865,0.4363739922609169,-34.106659754147316,0.9941231086668123,0.15580754033585775,1.6366786191240053
u0379::2025-01-01,0.8173960749561078,0.47668839231156857,-25.653291412651775,0.9930708909310214,0.5106396114586763,6.62942265770405
u0046::2025-01-01,0.7134143332826298,0.5086419298020575,-28.133855096883153,1.138011503024174,0.6076308857425091,9.006413858636373
u0101::2025-01-01,0.5733450730363648,0.4060845261293225,-33.945158889532024,1.0216361377673784,0.22613804741521237,2.348346214543966
u0098::2025-01-01,0.49438759676222366,0.37705139023908796,-33.39046827521173,0.9698024880750375,0.07509466578860718,0.7204348607519507
u0159::2025-01-01,0.9587009433742713,0.4369274936189673,-25.797863338530142,1.0071559694985808,0.4970674185051038,6.343672419751151
u0151::2025-01-01,0.860720360853019,0.441320246471805,-31.852405338990323,1.1006334016498298,0.46114586763253207,5.997683205597811
u0386::2025-01-01,0.5691615551108544,0.4023275171128764,-33.71121094623202,1.0184812754893215,0.21696987158379982,2.242904976253053
u0352::2025-01-01,1.3835961998385131,0.47853512074644705,-22.945256388123255,1.138152568423056,0.7853247448139611,13.469263992456982
u0136::2025-01-01,0.8022052820578751,0.4357475043603693,-27.65234838972071,1.0152926604056085,0.4295974646032269,4.942849292757488
u0313::2025-01-01,0.9608383768205742,0.4105248585352833,-30.529200880828245,0.9702609668611539,0.2770620678300955,3.686533724797137
u0221::2025-01-01,0.574788991640134,0.46231753894630984,-21.91796718825821,1.082922037519005,0.6040603391504774,8.795493930354953
u0298::2025-01-01,0.5667325306544542,0.40601697442180257,-27.64137444618339,1.1620309989133066,0.4232692624300296,5.681249718602275
u0140::2025-01-01,0.935960346946913,0.5537823324029998,-24.056493645464407,1.169083859613209,0.790726868620349,13.974449907840736
u0362::2025-01-01,0.5428326871492574,0.43614866825229803,-27.005132299653916,1.0677592604476123,0.4305955712874547,4.89870365122593
u0152::2025-01-01,0.7730177650573028,0.4708563135151718,-24.08544871591651,1.0706970016026107,0.6281177971682581,8.390499952600278
u0107::2025-01-01,1.0959081837452609,0.5194700202891925,-20.426370845871975,1.2117279025255985,0.8617262100757326,16.833330064153248
u0210::2025-01-01,0.4911119610414595,0.3777973419216306,-33.351563828627064,0.9742267524690419,0.07979708594007243,0.7564646425971002
u0070::2025-01-01,0.7642930969627033,0.5304961592137769,-23.103770665916162,1.3561323234464298,0.7946163977609483,15.799088171018564
u0280::2025-01-01,0.5174325458735866,0.4286897564840146,-27.1180902050003,1.0619651522950189,0.39882079354626276,4.4566017418747705
u0209::2025-01-01,0.4862915529328299,0.46858453895004093,-27.024869786678355,1.0712898151556265,0.4709417188014488,5.749202824163665
u0276::2025-01-01,0.6844670528130006,0.4223398866707994,-29.447939010272872,1.3767532405314993,0.4885372077708265,9.521143356668254
u0239::2025-01-01,1.10805935959953,0.5030985627848428,-24.189632749357234,1.1085094105009505,0.7497324662495884,11.795174906497897
u0260::2025-01-01,0.8713280918612145,0.41940963114502844,-32.512248549705674,0.984846255883777,0.26934474810668424,3.318916381899899
u0184::2025-01-01,0.6031755190570547,0.4125205968242213,-29.990536424036193,1.0955487306302427,0.36298156075074084,4.257074868512609
u0245::2025-01-01,0.5653977987911591,0.40383477790651706,-30.71065293184561,1.0652464737485912,0.3015928547909121,3.3496640823058024
u0356::2025-01-01,0.863070198041459,0.4217492385638541,-32.28779120418286,1.0490619920815918,0.3747942048073757,4.5889405186591326
u0113::2025-01-01,0.6969151392307065,0.3996720835627179,-31.971059397445824,0.993880512872636,0.2254589232795522,2.4154381211713414
u0003::2025-01-01,0.5819967547357479,0.43087593495761867,-28.230233262210824,1.0982749748717744,0.4267574909450116,5.0156764242181575
u0080::2025-01-01,0.6706555133283295,0.41961646751147663,-33.345821554395116,1.0219637925429383,0.281682169904511,3.05062052501672
u0279::2025-01-01,0.27273858487115443,0.3783317616298321,-31.220785899098924,1.0034447341645327,0.10939043463944682,1.0487821471253262
